TotalYieldStrength,TotalHardness,Temperature_K_,MolePercentNi,MolePercentFe,MolePercentCr,MolePercentAl,MolePercentTi
265.31198,795.93594,297,20,17,19,21,23
282.02572,846.07717,297,21,16,19,21,23
297.67932,893.03795,297,22,15,19,21,23
312.5236,937.5708,297,23,14,19,21,23
326.72012,980.16035,297,24,13,19,21,23
340.37893,1021.13678,297,25,12,19,21,23
209.87567,629.62702,297,15,21,19,21,24
219.86479,659.59438,297,16,20,19,21,24
229.91384,689.74153,297,17,19,19,21,24
242.33529,727.00587,297,18,18,19,21,24
257.87125,773.61374,297,19,17,19,21,24
272.73326,818.19978,297,20,16,19,21,24
287.03515,861.10545,297,21,15,19,21,24
300.85851,902.57553,297,22,14,19,21,24
314.26291,942.78873,297,23,13,19,21,24
327.29188,981.87565,297,24,12,19,21,24
339.9765,1019.92949,297,25,11,19,21,24
205.06862,615.20586,297,15,20,19,21,25
218.48564,655.45691,297,16,19,19,21,25
233.31354,699.94061,297,17,18,19,21,25
247.65311,742.95933,297,18,17,19,21,25
261.56612,784.69835,297,19,16,19,21,25
275.09918,825.29755,297,20,15,19,21,25
288.28742,864.86226,297,21,14,19,21,25
301.15665,903.46995,297,22,13,19,21,25
313.72475,941.17425,297,23,12,19,21,25
326.00229,978.00687,297,24,11,19,21,25
337.99255,1013.97765,297,25,10,19,21,25
337.91565,1013.74694,297,15,29,19,22,15
342.58754,1027.76261,297,16,28,19,22,15
347.30156,1041.90467,297,17,27,19,22,15
352.06054,1056.18161,297,18,26,19,22,15
356.86776,1070.60329,297,19,25,19,22,15
361.72707,1085.18121,297,20,24,19,22,15
366.64296,1099.92887,297,21,23,19,22,15
371.62075,1114.86224,297,22,22,19,22,15
376.66679,1130.00037,297,23,21,19,22,15
381.78871,1145.36614,297,24,20,19,22,15
386.99577,1160.98732,297,25,19,19,22,15
341.83648,1025.50943,297,15,28,19,22,16
346.55209,1039.65626,297,16,27,19,22,16
351.31365,1053.94096,297,17,26,19,22,16
356.12429,1068.37288,297,18,25,19,22,16
360.97063,1082.91188,297,19,24,19,22,16
365.86985,1097.60955,297,20,23,19,22,16
370.82776,1112.48329,297,21,22,19,22,16
375.84969,1127.54908,297,22,21,19,22,16
380.94194,1142.82582,297,23,20,19,22,16
386.112,1158.33599,297,24,19,19,22,16
391.36887,1174.10661,297,25,18,19,22,16
345.68412,1037.05237,297,15,27,19,22,17
350.42073,1051.2622,297,16,26,19,22,17
355.20361,1065.61083,297,17,25,19,22,17
360.03575,1080.10726,297,18,24,19,22,17
364.92057,1094.76171,297,19,23,19,22,17
369.86194,1109.58581,297,20,22,19,22,17
374.8643,1124.5929,297,21,21,19,22,17
379.93279,1139.79836,297,22,20,19,22,17
385.07336,1155.22009,297,23,19,19,22,17
390.29301,1170.87903,297,24,18,19,22,17
395.6,1186.79999,297,25,17,19,22,17
349.54371,1048.63113,297,15,26,19,22,18
354.30832,1062.92495,297,16,25,19,22,18
359.11995,1077.35986,297,17,24,19,22,18
363.98174,1091.94521,297,18,23,19,22,18
368.89719,1106.69157,297,19,22,19,22,18
373.87032,1121.61097,297,20,21,19,22,18
378.90572,1136.71715,297,21,20,19,22,18
384.00863,1152.0259,297,22,19,19,22,18
389.18515,1167.55546,297,23,18,19,22,18
394.44235,1183.32704,297,24,17,19,22,18
399.78849,1199.36548,297,25,16,19,22,18
350.63091,1051.89272,297,15,25,19,22,19
355.4843,1066.45289,297,16,24,19,22,19
360.36853,1081.10559,297,17,23,19,22,19
363.86936,1091.60807,297,18,22,19,22,19
364.44408,1093.33225,297,19,21,19,22,19
365.02205,1095.06615,297,20,20,19,22,19
365.60328,1096.80983,297,21,19,19,22,19
369.56073,1108.6822,297,22,18,19,22,19
373.94331,1121.82994,297,23,17,19,22,19
378.32806,1134.98417,297,24,16,19,22,19
382.71242,1148.13727,297,25,15,19,22,19
323.34703,970.04108,297,15,24,19,22,20
323.80756,971.42267,297,16,23,19,22,20
324.27068,972.81204,297,17,22,19,22,20
324.73642,974.20925,297,18,21,19,22,20
325.20479,975.61436,297,19,20,19,22,20
325.67581,977.02744,297,20,19,19,22,20
328.68825,986.06475,297,21,18,19,22,20
331.48495,994.45485,297,22,17,19,22,20
333.9912,1001.9736,297,23,16,19,22,20
336.09933,1008.29798,297,24,15,19,22,20
337.63904,1012.91713,297,25,14,19,22,20
283.94582,851.83747,297,15,23,19,22,21
284.29848,852.89543,297,16,22,19,22,21
284.65313,853.95939,297,17,21,19,22,21
285.0098,855.02939,297,18,20,19,22,21
285.504,856.512,297,19,19,19,22,21
286.83534,860.50601,297,20,18,19,22,21
287.53611,862.60832,297,21,17,19,22,21
287.29743,861.89228,297,22,16,19,22,21
289.8022,869.40659,297,23,15,19,22,21
303.05526,909.16578,297,24,14,19,22,21
315.7615,947.28449,297,25,13,19,22,21
243.94743,731.8423,297,15,22,19,22,22
244.18887,732.5666,297,16,21,19,22,22
244.43168,733.29504,297,17,20,19,22,22
244.57822,733.73465,297,18,19,19,22,22
247.94921,743.84763,297,19,18,19,22,22
260.1223,780.36691,297,20,17,19,22,22
271.76677,815.3003,297,21,16,19,22,22
283.11787,849.35361,297,22,15,19,22,22
294.34065,883.02194,297,23,14,19,22,22
305.53993,916.61978,297,24,13,19,22,22
316.78329,950.34988,297,25,12,19,22,22
207.7822,623.34659,297,15,21,19,22,23
218.4059,655.2177,297,16,20,19,22,23
229.13091,687.39272,297,17,19,19,22,23
239.61059,718.83177,297,18,18,19,22,23
250.00138,750.00415,297,19,17,19,22,23
260.39456,781.18367,297,20,16,19,22,23
270.84567,812.53701,297,21,15,19,22,23
281.39083,844.17248,297,22,14,19,22,23
292.05519,876.16556,297,23,13,19,22,23
302.85755,908.57266,297,24,12,19,22,23
315.02814,945.08441,297,25,11,19,22,23
207.1223,621.36689,297,15,20,19,22,24
216.78224,650.34672,297,16,19,19,22,24
226.51819,679.55458,297,17,18,19,22,24
236.35785,709.07354,297,18,17,19,22,24
246.31966,738.95899,297,19,16,19,22,24
256.41693,769.25078,297,20,15,19,22,24
266.65996,799.97987,297,21,14,19,22,24
277.05734,831.17201,297,22,13,19,22,24
289.36055,868.08166,297,23,12,19,22,24
302.8855,908.6565,297,24,11,19,22,24
316.07281,948.21843,297,25,10,19,22,24
202.11913,606.35739,297,15,19,19,22,25
211.57564,634.72692,297,16,18,19,22,25
221.17732,663.53197,297,17,17,19,22,25
230.9291,692.7873,297,18,16,19,22,25
240.83532,722.50595,297,19,15,19,22,25
250.90008,752.70024,297,20,14,19,22,25
263.64402,790.93207,297,21,13,19,22,25
276.93941,830.81822,297,22,12,19,22,25
289.94054,869.82161,297,23,11,19,22,25
302.6568,907.9704,297,24,10,19,22,25
315.09052,945.27157,297,25,9,19,22,25
334.96475,1004.89426,297,15,28,19,23,15
339.55066,1018.65197,297,16,27,19,23,15
344.17378,1032.52134,297,17,26,19,23,15
348.83641,1046.50922,297,18,25,19,23,15
353.53444,1060.60332,297,19,24,19,23,15
358.24674,1074.74021,297,20,23,19,23,15
363.00135,1089.00404,297,21,22,19,23,15
367.80143,1103.4043,297,22,21,19,23,15
372.65077,1117.9523,297,23,20,19,23,15
377.55383,1132.66148,297,24,19,19,23,15
382.51603,1147.5481,297,25,18,19,23,15
338.79435,1016.38306,297,15,27,19,23,16
343.40376,1030.21127,297,16,26,19,23,16
348.05066,1044.15198,297,17,25,19,23,16
352.73724,1058.21172,297,18,24,19,23,16
357.46597,1072.3979,297,19,23,19,23,16
362.23964,1086.71892,297,20,22,19,23,16
367.06148,1101.18444,297,21,21,19,23,16
371.93518,1115.80554,297,22,20,19,23,16
376.86504,1130.59513,297,23,19,19,23,16
381.85611,1145.56833,297,24,18,19,23,16
386.91434,1160.74303,297,25,17,19,23,16
342.61194,1027.83583,297,15,26,19,23,17
347.25392,1041.76176,297,16,25,19,23,17
351.93389,1055.80167,297,17,24,19,23,17
356.65411,1069.96233,297,18,23,19,23,17
361.41714,1084.25142,297,19,22,19,23,17
366.22589,1098.67768,297,20,21,19,23,17
371.08371,1113.25113,297,21,20,19,23,17
375.99443,1127.98329,297,22,19,19,23,17
380.9625,1142.88749,297,23,18,19,23,17
385.99307,1157.97921,297,24,17,19,23,17
391.09219,1173.27656,297,25,16,19,23,17
343.58894,1030.76683,297,15,25,19,23,18
348.3737,1045.12109,297,16,24,19,23,18
353.19935,1059.59805,297,17,23,19,23,18
358.06812,1074.20437,297,18,22,19,23,18
362.98237,1088.94711,297,19,21,19,23,18
367.94448,1103.83345,297,20,20,19,23,18
372.95666,1118.86998,297,21,19,19,23,18
378.0204,1134.06121,297,22,18,19,23,18
383.13539,1149.40618,297,23,17,19,23,18
388.2972,1164.89159,297,24,16,19,23,18
393.49452,1180.48357,297,25,15,19,23,18
341.54097,1024.62291,297,15,24,19,23,19
346.28534,1038.85601,297,16,23,19,23,19
349.79156,1049.37467,297,17,22,19,23,19
350.328,1050.984,297,18,21,19,23,19
350.86747,1052.60241,297,19,20,19,23,19
351.41,1054.22999,297,20,19,19,23,19
351.9556,1055.8668,297,21,18,19,23,19
352.50431,1057.51293,297,22,17,19,23,19
353.05615,1059.16845,297,23,16,19,23,19
353.61115,1060.83345,297,24,15,19,23,19
354.16934,1062.50801,297,25,14,19,23,19
309.61061,928.83184,297,15,23,19,23,20
310.03478,930.10435,297,16,22,19,23,20
310.46135,931.38406,297,17,21,19,23,20
310.89034,932.67102,297,18,20,19,23,20
311.32177,933.9653,297,19,19,19,23,20
311.75566,935.26697,297,20,18,19,23,20
312.19202,936.57607,297,21,17,19,23,20
312.6309,937.89269,297,22,16,19,23,20
313.07229,939.21688,297,23,15,19,23,20
313.51624,940.54871,297,24,14,19,23,20
313.96275,941.88824,297,25,13,19,23,20
269.90212,809.70635,297,15,22,19,23,21
270.2167,810.65011,297,16,21,19,23,21
270.53308,811.59924,297,17,20,19,23,21
270.85126,812.55379,297,18,19,19,23,21
271.17127,813.51381,297,19,18,19,23,21
271.49312,814.47936,297,20,17,19,23,21
271.81682,815.45046,297,21,16,19,23,21
277.49173,832.47518,297,22,15,19,23,21
288.94645,866.83935,297,23,14,19,23,21
300.50895,901.52684,297,24,13,19,23,21
312.01554,936.04661,297,25,12,19,23,21
229.58865,688.76594,297,15,21,19,23,22
229.79024,689.37072,297,16,20,19,23,22
229.99299,689.97897,297,17,19,19,23,22
238.02017,714.06052,297,18,18,19,23,22
248.68558,746.05673,297,19,17,19,23,22
259.42912,778.28736,297,20,16,19,23,22
270.15387,810.46162,297,21,15,19,23,22
280.87834,842.63502,297,22,14,19,23,22
291.66429,874.99287,297,23,13,19,23,22
302.57834,907.73503,297,24,12,19,23,22
313.68517,941.0555,297,25,11,19,23,22
208.87652,626.62956,297,15,20,19,23,23
219.00379,657.01136,297,16,19,19,23,23
229.10904,687.32713,297,17,18,19,23,23
239.20573,717.61719,297,18,17,19,23,23
249.33656,748.00968,297,19,16,19,23,23
259.54904,778.64712,297,20,15,19,23,23
269.88777,809.6633,297,21,14,19,23,23
280.39425,841.18276,297,22,13,19,23,23
291.10832,873.32495,297,23,12,19,23,23
302.06861,906.20583,297,24,11,19,23,23
313.30984,939.92953,297,25,10,19,23,23
207.91153,623.73458,297,15,19,19,23,24
217.5616,652.6848,297,16,18,19,23,24
227.29799,681.89396,297,17,17,19,23,24
237.15139,711.45417,297,18,16,19,23,24
247.14898,741.44695,297,19,15,19,23,24
257.31477,771.94431,297,20,14,19,23,24
267.66852,803.00555,297,21,13,19,23,24
278.22132,834.66396,297,22,12,19,23,24
288.96292,866.88875,297,23,11,19,23,24
299.82514,899.47542,297,24,10,19,23,24
310.56759,931.70276,297,25,9,19,23,24
204.42216,613.26649,297,15,18,19,23,25
213.98048,641.94145,297,16,17,19,23,25
223.67631,671.02892,297,17,16,19,23,25
233.51821,700.55462,297,18,15,19,23,25
243.50502,730.51507,297,19,14,19,23,25
253.61567,760.84701,297,20,13,19,23,25
263.78495,791.35485,297,21,12,19,23,25
273.84322,821.52967,297,22,11,19,23,25
283.36155,850.08464,297,23,10,19,23,25
291.31766,873.95297,297,24,9,19,23,25
297.92077,893.76232,297,25,8,19,23,25
331.87216,995.61648,297,15,27,19,24,15
336.35499,1009.06498,297,16,26,19,24,15
340.8661,1022.59829,297,17,25,19,24,15
345.40678,1036.22034,297,18,24,19,24,15
349.97853,1049.93559,297,19,23,19,24,15
354.58303,1063.74908,297,20,22,19,24,15
359.2222,1077.66659,297,21,21,19,24,15
363.89825,1091.69476,297,22,20,19,24,15
368.61377,1105.8413,297,23,19,19,24,15
373.37175,1120.11525,297,24,18,19,24,15
378.17579,1134.52736,297,25,17,19,24,15
335.60753,1006.82259,297,15,26,19,24,16
340.13228,1020.39684,297,16,25,19,24,16
344.68576,1034.05727,297,17,24,19,24,16
349.26926,1047.80778,297,18,23,19,24,16
353.88429,1061.65286,297,19,22,19,24,16
358.53254,1075.59762,297,20,21,19,24,16
363.21599,1089.64797,297,21,20,19,24,16
367.93691,1103.81073,297,22,19,19,24,16
372.69796,1118.09387,297,23,18,19,24,16
377.50224,1132.50671,297,24,17,19,24,16
382.35342,1147.06025,297,25,16,19,24,16
336.29463,1008.8839,297,15,25,19,24,17
340.9764,1022.92919,297,16,24,19,24,17
345.69205,1037.07614,297,17,23,19,24,17
350.44334,1051.33003,297,18,22,19,24,17
355.2323,1065.6969,297,19,21,19,24,17
360.06121,1080.18362,297,20,20,19,24,17
364.93269,1094.79807,297,21,19,19,24,17
369.84979,1109.54937,297,22,18,19,24,17
374.81601,1124.44803,297,23,17,19,24,17
379.83543,1139.50629,297,24,16,19,24,17
384.91278,1154.73835,297,25,15,19,24,17
334.7948,1004.3844,297,15,24,19,24,18
339.58604,1018.75812,297,16,23,19,24,18
344.41661,1033.24983,297,17,22,19,24,18
349.28715,1047.86145,297,18,21,19,24,18
354.19738,1062.59214,297,19,20,19,24,18
359.14528,1077.43583,297,20,19,19,24,18
364.12561,1092.37682,297,21,18,19,24,18
369.12762,1107.38286,297,22,17,19,24,18
374.13252,1122.39755,297,23,16,19,24,18
379.11582,1137.34745,297,24,15,19,24,18
380.1406,1140.4218,297,25,14,19,24,18
332.12355,996.37064,297,15,23,19,24,19
335.6486,1006.9458,297,16,22,19,24,19
336.1464,1008.43919,297,17,21,19,24,19
336.64701,1009.94103,297,18,20,19,24,19
337.15046,1011.45139,297,19,19,19,24,19
337.65678,1012.97034,297,20,18,19,24,19
338.16599,1014.49796,297,21,17,19,24,19
338.6781,1016.03431,297,22,16,19,24,19
339.19316,1017.57949,297,23,15,19,24,19
339.71119,1019.13356,297,24,14,19,24,19
340.2322,1020.69659,297,25,13,19,24,19
295.73269,887.19806,297,15,22,19,24,20
296.11972,888.35916,297,16,21,19,24,20
296.50895,889.52686,297,17,20,19,24,20
296.9004,890.70121,297,18,19,19,24,20
297.29409,891.88227,297,19,18,19,24,20
297.69004,893.07011,297,20,17,19,24,20
298.08826,894.26477,297,21,16,19,24,20
298.48878,895.46633,297,22,15,19,24,20
298.89161,896.67483,297,23,14,19,24,20
299.29678,897.89034,297,24,13,19,24,20
308.62518,925.87555,297,25,12,19,24,20
255.71263,767.1379,297,15,21,19,24,21
255.98834,767.96501,297,16,20,19,24,21
256.26562,768.79686,297,17,19,19,24,21
256.54449,769.63348,297,18,18,19,24,21
256.82498,770.47493,297,19,17,19,24,21
257.88935,773.66806,297,20,16,19,24,21
268.71172,806.13517,297,21,15,19,24,21
279.79178,839.37535,297,22,14,19,24,21
291.11553,873.34659,297,23,13,19,24,21
302.62263,907.86789,297,24,12,19,24,21
314.31304,942.93913,297,25,11,19,24,21
215.07967,645.239,297,15,20,19,24,22
218.70378,656.11135,297,16,19,19,24,22
229.0638,687.1914,297,17,18,19,24,22
239.59839,718.79516,297,18,17,19,24,22
250.29528,750.88584,297,19,16,19,24,22
261.12806,783.38418,297,20,15,19,24,22
272.09849,816.29547,297,21,14,19,24,22
283.23583,849.7075,297,22,13,19,24,22
294.58822,883.76466,297,23,12,19,24,22
306.21876,918.65628,297,24,11,19,24,22
318.20822,954.62467,297,25,10,19,24,22
210.00102,630.00306,297,15,19,19,24,23
220.28907,660.8672,297,16,18,19,24,23
230.67525,692.02576,297,17,17,19,24,23
241.18272,723.54816,297,18,16,19,24,23
251.84579,755.53738,297,19,15,19,24,23
262.70693,788.12079,297,20,14,19,24,23
273.81674,821.45023,297,21,13,19,24,23
285.23702,855.71106,297,22,12,19,24,23
297.04725,891.14176,297,23,11,19,24,23
309.35718,928.07154,297,24,10,19,24,23
322.33269,966.99808,297,25,9,19,24,23
210.00508,630.01523,297,15,18,19,24,24
220.25218,660.75654,297,16,17,19,24,24
230.68036,692.04108,297,17,16,19,24,24
241.33008,723.99024,297,18,15,19,24,24
252.24891,756.74674,297,19,14,19,24,24
263.49579,790.48736,297,20,13,19,24,24
275.14814,825.44442,297,21,12,19,24,24
287.31528,861.94585,297,22,11,19,24,24
300.16656,900.49968,297,23,10,19,24,24
314.00294,942.00883,297,24,9,19,24,24
329.50664,988.51991,297,25,8,19,24,24
208.81156,626.43469,297,15,17,19,24,25
219.28413,657.85239,297,16,16,19,24,25
230.03481,690.10444,297,17,15,19,24,25
241.11891,723.35674,297,18,14,19,24,25
252.60989,757.82968,297,19,13,19,24,25
264.61218,793.83655,297,20,12,19,24,25
277.28838,831.86514,297,21,11,19,24,25
290.92903,872.7871,297,22,10,19,24,25
306.2013,918.6039,297,23,9,19,24,25
326.63228,979.89685,297,24,8,19,24,25
319.61135,958.83405,297,25,7,19,24,25
328.43434,985.30303,297,15,26,19,25,15
332.8513,998.55391,297,16,25,19,25,15
337.28798,1011.86394,297,17,24,19,25,15
341.74468,1025.23404,297,18,23,19,25,15
346.22174,1038.66523,297,19,22,19,25,15
350.71956,1052.15869,297,20,21,19,25,15
355.23859,1065.71578,297,21,20,19,25,15
359.77936,1079.33809,297,22,19,19,25,15
364.3425,1093.02751,297,23,18,19,25,15
368.92877,1106.78631,297,24,17,19,25,15
373.53908,1120.61725,297,25,16,19,25,15
328.80118,986.40355,297,15,25,19,25,16
333.37612,1000.12835,297,16,24,19,25,16
337.977,1013.931,297,17,23,19,25,16
342.60474,1027.81421,297,18,22,19,25,16
347.26035,1041.78104,297,19,21,19,25,16
351.94499,1055.83496,297,20,20,19,25,16
356.65998,1069.97994,297,21,19,19,25,16
361.40686,1084.22059,297,22,18,19,25,16
366.1874,1098.56221,297,23,17,19,25,16
371.00368,1113.01104,297,24,16,19,25,16
375.85814,1127.57441,297,25,15,19,25,16
327.46032,982.38097,297,15,24,19,25,17
332.15259,996.45776,297,16,23,19,25,17
336.8805,1010.6415,297,17,22,19,25,17
341.64608,1024.93825,297,18,21,19,25,17
346.45162,1039.35486,297,19,20,19,25,17
351.29971,1053.89914,297,20,19,19,25,17
356.19331,1068.57993,297,21,18,19,25,17
361.13574,1083.40722,297,22,17,19,25,17
366.13072,1098.39215,297,23,16,19,25,17
371.18229,1113.54687,297,24,15,19,25,17
376.29467,1128.884,297,25,14,19,25,17
325.9001,977.70029,297,15,23,19,25,18
330.68835,992.06506,297,16,22,19,25,18
335.50984,1006.52953,297,17,21,19,25,18
340.36132,1021.08396,297,18,20,19,25,18
345.23651,1035.70952,297,19,19,19,25,18
350.12446,1050.37339,297,20,18,19,25,18
355.0081,1065.0243,297,21,17,19,25,18
359.865,1079.59499,297,22,16,19,25,18
364.67523,1094.02569,297,23,15,19,25,18
365.7789,1097.3367,297,24,14,19,25,18
366.37368,1099.12105,297,25,13,19,25,18
321.44003,964.32009,297,15,22,19,25,19
321.89882,965.69645,297,16,21,19,25,19
322.3602,967.08061,297,17,20,19,25,19
322.82421,968.47264,297,18,19,19,25,19
323.29087,969.8726,297,19,18,19,25,19
323.76019,971.28058,297,20,17,19,25,19
324.23221,972.69663,297,21,16,19,25,19
324.70694,974.12082,297,22,15,19,25,19
325.18441,975.55323,297,23,14,19,25,19
325.66464,976.99393,297,24,13,19,25,19
326.14766,978.44299,297,25,12,19,25,19
281.71105,845.13315,297,15,21,19,25,20
282.06015,846.18044,297,16,20,19,25,20
282.41124,847.23372,297,17,19,19,25,20
282.76435,848.29304,297,18,18,19,25,20
283.11948,849.35844,297,19,17,19,25,20
283.47666,850.42999,297,20,16,19,25,20
283.83591,851.50772,297,21,15,19,25,20
284.19724,852.59171,297,22,14,19,25,20
288.72101,866.16303,297,23,13,19,25,20
299.83123,899.4937,297,24,12,19,25,20
311.25347,933.76041,297,25,11,19,25,20
241.37509,724.12526,297,15,20,19,25,21
241.61108,724.83323,297,16,19,19,25,21
241.84843,725.54528,297,17,18,19,25,21
242.08715,726.26144,297,18,17,19,25,21
249.11056,747.33169,297,19,16,19,25,21
259.77937,779.33812,297,20,15,19,25,21
270.67601,812.02802,297,21,14,19,25,21
281.80992,845.42977,297,22,13,19,25,21
293.17357,879.52071,297,23,12,19,25,21
304.77497,914.3249,297,24,11,19,25,21
316.64394,949.93181,297,25,10,19,25,21
209.72836,629.18509,297,15,19,19,25,22
220.03209,660.09627,297,16,18,19,25,22
230.49644,691.48933,297,17,17,19,25,22
241.1304,723.39121,297,18,16,19,25,22
251.93703,755.8111,297,19,15,19,25,22
262.92684,788.78052,297,20,14,19,25,22
274.1223,822.36691,297,21,13,19,25,22
285.55862,856.67585,297,22,12,19,25,22
297.2842,891.85259,297,23,11,19,25,22
309.3632,928.0896,297,24,10,19,25,22
321.88162,965.64486,297,25,9,19,25,22
211.2502,633.7506,297,15,18,19,25,23
221.72952,665.18857,297,16,17,19,25,23
232.36671,697.10012,297,17,16,19,25,23
243.18877,729.5663,297,18,15,19,25,23
254.23034,762.69102,297,19,14,19,25,23
265.53468,796.60404,297,20,13,19,25,23
277.15614,831.46843,297,21,12,19,25,23
289.165,867.495,297,22,11,19,25,23
301.65621,904.96862,297,23,10,19,25,23
314.76608,944.29823,297,24,9,19,25,23
328.70722,986.12167,297,25,8,19,25,23
212.05395,636.16184,297,15,17,19,25,24
222.73273,668.19818,297,16,16,19,25,24
233.65055,700.95165,297,17,15,19,25,24
244.85323,734.55969,297,18,14,19,25,24
256.39827,769.1948,297,19,13,19,25,24
268.36104,805.08312,297,20,12,19,25,24
280.84581,842.53742,297,21,11,19,25,24
294.00713,882.02139,297,22,10,19,25,24
308.09728,924.29183,297,23,9,19,25,24
323.59407,970.7822,297,24,8,19,25,24
325.90223,977.70669,297,25,7,19,25,24
212.50096,637.50287,297,15,16,19,25,25
223.62183,670.8655,297,16,15,19,25,25
235.10631,705.31894,297,17,14,19,25,25
247.03485,741.10456,297,18,13,19,25,25
259.52156,778.56468,297,19,12,19,25,25
272.74125,818.22374,297,20,11,19,25,25
286.99333,860.97999,297,21,10,19,25,25
302.89367,908.68101,297,22,9,19,25,25
305.473,916.41899,297,23,8,19,25,25
306.21148,918.63445,297,24,7,19,25,25
307.41755,922.25264,297,25,6,19,25,25
281.53498,844.60495,297,15,35,20,15,15
281.38231,844.14693,297,16,34,20,15,15
281.22876,843.68629,297,17,33,20,15,15
287.24257,861.72771,297,18,32,20,15,15
297.5082,892.5246,297,19,31,20,15,15
308.15113,924.45339,297,20,30,20,15,15
319.22756,957.68268,297,21,29,20,15,15
330.73967,992.21901,297,22,28,20,15,15
342.58508,1027.75523,297,23,27,20,15,15
355.5346,1066.60381,297,24,26,20,15,15
370.2293,1110.6879,297,25,25,20,15,15
279.65921,838.97763,297,15,34,20,15,16
279.50159,838.50476,297,16,33,20,15,16
279.34306,838.02917,297,17,32,20,15,16
279.62914,838.88742,297,18,31,20,15,16
289.6902,869.07061,297,19,30,20,15,16
300.10062,900.30185,297,20,29,20,15,16
310.91894,932.75681,297,21,28,20,15,16
322.18929,966.56788,297,22,27,20,15,16
333.82225,1001.46676,297,23,26,20,15,16
345.94458,1037.83375,297,24,25,20,15,16
360.04997,1080.1499,297,25,24,20,15,16
277.79328,833.37985,297,15,33,20,15,17
277.63076,832.89227,297,16,32,20,15,17
277.46731,832.40192,297,17,31,20,15,17
277.30292,831.90875,297,18,30,20,15,17
282.00349,846.01046,297,19,29,20,15,17
292.19614,876.58842,297,20,28,20,15,17
302.7667,908.30009,297,21,27,20,15,17
313.77628,941.32885,297,22,26,20,15,17
325.21909,975.65727,297,23,25,20,15,17
336.91951,1010.75853,297,24,24,20,15,17
349.94727,1049.84181,297,25,23,20,15,17
275.93712,827.81136,297,15,32,20,15,18
275.76975,827.30925,297,16,31,20,15,18
275.60143,826.80428,297,17,30,20,15,18
275.43214,826.29643,297,18,29,20,15,18
275.26189,825.78566,297,19,28,20,15,18
284.43007,853.2902,297,20,27,20,15,18
294.76768,884.30303,297,21,26,20,15,18
305.51602,916.54807,297,22,25,20,15,18
316.72322,950.16966,297,23,24,20,15,18
328.26399,984.79198,297,24,23,20,15,18
340.24186,1020.72559,297,25,22,20,15,18
274.09065,822.27194,297,15,31,20,15,19
273.91848,821.75545,297,16,30,20,15,19
273.74534,821.23603,297,17,29,20,15,19
273.57122,820.71365,297,18,28,20,15,19
273.39609,820.18828,297,19,27,20,15,19
276.79426,830.38277,297,20,26,20,15,19
286.91496,860.74489,297,21,25,20,15,19
297.4137,892.24111,297,22,24,20,15,19
308.35723,925.07169,297,23,23,20,15,19
319.7354,959.20621,297,24,22,20,15,19
331.29301,993.87904,297,25,21,20,15,19
272.25379,816.76136,297,15,30,20,15,20
272.07688,816.23065,297,16,29,20,15,20
271.89898,815.69693,297,17,28,20,15,20
271.72006,815.16018,297,18,27,20,15,20
271.54013,814.62038,297,19,26,20,15,20
271.35916,814.07748,297,20,25,20,15,20
279.2001,837.60031,297,21,24,20,15,20
289.46572,868.39717,297,22,23,20,15,20
300.14452,900.43356,297,23,22,20,15,20
311.29052,933.87155,297,24,21,20,15,20
322.74585,968.23754,297,25,20,20,15,20
270.33489,811.00467,297,15,29,20,15,21
270.0354,810.10619,297,16,28,20,15,21
269.91621,809.74862,297,17,27,20,15,21
269.8786,809.63581,297,18,26,20,15,21
269.69391,809.08172,297,19,25,20,15,21
269.50816,808.52447,297,20,24,20,15,21
271.61436,814.84308,297,21,23,20,15,21
284.28826,852.86479,297,22,22,20,15,21
299.94542,899.83625,297,23,21,20,15,21
315.61356,946.84068,297,24,20,20,15,21
331.16805,993.50416,297,25,19,20,15,21
268.12859,804.38578,297,15,28,20,15,22
263.5453,790.63591,297,16,27,20,15,22
257.85261,773.55783,297,17,26,20,15,22
249.94149,749.82446,297,18,25,20,15,22
259.00165,777.00495,297,19,24,20,15,22
277.55373,832.66119,297,20,23,20,15,22
298.53291,895.59872,297,21,22,20,15,22
316.89889,950.69667,297,22,21,20,15,22
333.72188,1001.16564,297,23,20,20,15,22
349.51741,1048.55222,297,24,19,20,15,22
364.58175,1093.74525,297,25,18,20,15,22
300.22568,900.67705,297,15,27,20,15,23
303.1088,909.32641,297,16,26,20,15,23
310.18732,930.56195,297,17,25,20,15,23
320.17435,960.52305,297,18,24,20,15,23
331.51008,994.53023,297,19,23,20,15,23
343.31355,1029.94065,297,20,22,20,15,23
355.19963,1065.59888,297,21,21,20,15,23
367.02352,1101.07056,297,22,20,20,15,23
378.75113,1136.25338,297,23,19,20,15,23
390.40375,1171.21126,297,24,18,20,15,23
402.036,1206.10801,297,25,17,20,15,23
374.09509,1122.28527,297,15,26,20,15,24
377.61743,1132.8523,297,16,25,20,15,24
382.09603,1146.28809,297,17,24,20,15,24
387.43178,1162.29533,297,18,23,20,15,24
393.49287,1180.47861,297,19,22,20,15,24
400.14718,1200.44154,297,20,21,20,15,24
407.2827,1221.8481,297,21,20,20,15,24
414.81619,1244.44856,297,22,19,20,15,24
422.69487,1268.08462,297,23,18,20,15,24
430.89657,1292.68972,297,24,17,20,15,24
439.43308,1318.29924,297,25,16,20,15,24
398.78635,1196.35906,297,15,25,20,15,25
